transaction_id,transaction_primary_class
Government of Viet Nam-Vietnam-2003-01-01,GREY
Government of Viet Nam-Vietnam-2005-10-31,NEUTRAL
Government of Viet Nam-Vietnam-2017-01-01,NEUTRAL
Government of Viet Nam-Vietnam-2017-04-01,NEUTRAL
Government of Viet Nam-Vietnam-2018-08-13,NEUTRAL
Government of Viet Nam-Vietnam-2019-08-08,NEUTRAL
Government of Viet Nam-Vietnam-2020-08-19,NEUTRAL
Government of Yemen-Yemen-2003-01-01,NEUTRAL
Government of Yemen-Yemen-2008-08-06,NEUTRAL
Government of Yemen-Yemen-2011-01-01,NEUTRAL
Government of Yemen-Yemen-2011-09-01,NEUTRAL
Government of Yemen-Yemen-2012-01-01,NEUTRAL
Government of Yemen-Yemen-2013-03-27,NEUTRAL
Government of Yemen-Yemen-2013-06-17,NEUTRAL
Government of Yemen-Yemen-2014-01-16,NEUTRAL
Government of Yemen-Yemen-2018-01-01,NEUTRAL
Government of Yemen-Yemen-2020-02-10,NEUTRAL
Government of Yemen-Yemen-2020-03-19,NEUTRAL
Government of Zambia-Zambia-2007-04-09,NEUTRAL
Government of Zambia-Zambia-2008-01-01,NEUTRAL
Government of Zambia-Zambia-2010-01-01,NEUTRAL
Government of Zambia-Zambia-2011-10-21,NEUTRAL
Government of Zambia-Zambia-2015-12-05,NEUTRAL
Government of Zambia-Zambia-2018-05-28,NEUTRAL
Government of Zambia-Zambia-2018-11-17,NEUTRAL
Government of Zambia-Zambia-2019-07-01,NEUTRAL
Government of Zambia-Zambia-2020-05-01,NEUTRAL
Government of Zambia-Zambia-2020-10-27,NEUTRAL
Government of Zambia-Zambia-2021-01-07,NEUTRAL
Government of Zambia-Zambia-2021-11-04,NEUTRAL
Government of Zanzibar-Tanzania-2018-01-01,NEUTRAL
Government of Zanzibar-Tanzania-2019-01-01,NEUTRAL
Government of Zimbabwe-Zimbabwe-2000-12-12,NEUTRAL
Government of Zimbabwe-Zimbabwe-2005-01-01,NEUTRAL
Government of Zimbabwe-Zimbabwe-2007-04-01,NEUTRAL
Government of Zimbabwe-Zimbabwe-2008-03-06,NEUTRAL
Government of Zimbabwe-Zimbabwe-2010-01-01,NEUTRAL
Government of Zimbabwe-Zimbabwe-2010-10-26,GREEN
Government of Zimbabwe-Zimbabwe-2012-07-01,NEUTRAL
Government of Zimbabwe-Zimbabwe-2018-07-01,NEUTRAL
Government of Zimbabwe-Zimbabwe-2019-11-05,NEUTRAL
Government of Zimbabwe-Zimbabwe-2020-01-01,GREEN
Government of Zimbabwe-Zimbabwe-2020-05-11,NEUTRAL
Government of Zimbabwe-Zimbabwe-2020-07-03,NEUTRAL
Government of Zimbabwe-Zimbabwe-2020-07-22,GREEN
Government of Zimbabwe-Zimbabwe-2020-08-27,NEUTRAL
Government of the Bahamas-Bahamas-2006-08-23,NEUTRAL
Government of the Bahamas-Bahamas-2014-01-01,NEUTRAL
Government of the Bahamas-Bahamas-2018-01-01,NEUTRAL
Government of the Bahamas-Bahamas-2020-04-24,NEUTRAL
Government of the Bahamas-Bahamas-2020-06-09,NEUTRAL
Government of the Bahamas-Bahamas-2020-07-31,NEUTRAL
Government of the Central African Republic-Central African Republic-2000-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2003-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2004-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2008-07-16,NEUTRAL
Government of the Central African Republic-Central African Republic-2008-08-12,NEUTRAL
Government of the Central African Republic-Central African Republic-2009-07-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2010-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2011-06-14,NEUTRAL
Government of the Central African Republic-Central African Republic-2012-02-16,NEUTRAL
Government of the Central African Republic-Central African Republic-2016-01-01,GREEN
Government of the Central African Republic-Central African Republic-2018-01-01,BROWN
Government of the Central African Republic-Central African Republic-2018-12-07,NEUTRAL
Government of the Central African Republic-Central African Republic-2018-12-16,NEUTRAL
Government of the Central African Republic-Central African Republic-2018-12-18,NEUTRAL
Government of the Central African Republic-Central African Republic-2019-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2019-03-17,NEUTRAL
Government of the Central African Republic-Central African Republic-2020-05-20,NEUTRAL
"Government of the City of Manila, the Philippines-Philippines-2020-06-15",NEUTRAL
"Government of the City of Manila, the Philippines-Philippines-2021-05-12",NEUTRAL
Government of the Democratic Republic of the Congo-Congo - Kinshasa-2020-05-12,NEUTRAL
Government of the Democratic Republic of the Congo-Congo - Kinshasa-2021-07-01,NEUTRAL
Government of the Dominican Republic-Dominican Republic-2018-01-01,NEUTRAL
Government of the Dominican Republic-Dominican Republic-2018-09-26,NEUTRAL
Government of the Dominican Republic-Dominican Republic-2020-03-31,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2005-01-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2010-01-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2013-01-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2016-01-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2017-08-21,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2018-08-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2019-06-20,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2020-03-20,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2020-05-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2021-01-01,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2021-03-05,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2021-03-12,NEUTRAL
Government of the Kyrgyz Republic-Kyrgyzstan-2021-07-01,NEUTRAL
Government of the Maldives-Maldives-2014-01-01,NEUTRAL
Government of the Maldives-Maldives-2015-01-01,NEUTRAL
Government of the Maldives-Maldives-2017-12-07,GREEN
Government of the Maldives-Maldives-2018-12-29,NEUTRAL
Government of the Maldives-Maldives-2019-01-22,NEUTRAL
Government of the Maldives-Maldives-2020-01-08,NEUTRAL
Government of the Maldives-Maldives-2020-03-27,NEUTRAL
Government of the Maldives-Maldives-2020-05-01,NEUTRAL
Government of the Maldives-Maldives-2021-01-01,NEUTRAL
Government of the Maldives-Maldives-2021-07-01,NEUTRAL
Government of the Philippines-Philippines-2004-01-01,NEUTRAL
Government of the Philippines-Philippines-2005-01-01,NEUTRAL
Government of the Philippines-Philippines-2009-01-01,NEUTRAL
Government of the Philippines-Philippines-2014-01-01,NEUTRAL
Government of the Philippines-Philippines-2015-01-01,NEUTRAL
Government of the Philippines-Philippines-2017-06-01,NEUTRAL
Government of the Philippines-Philippines-2018-04-01,NEUTRAL
Government of the Philippines-Philippines-2018-11-20,NEUTRAL
Government of the Philippines-Philippines-2019-08-09,NEUTRAL
Government of the Philippines-Philippines-2019-11-08,NEUTRAL
Government of the Philippines-Philippines-2020-06-11,NEUTRAL
Government of the Philippines-Philippines-2020-08-10,NEUTRAL
Government of the Philippines-Philippines-2020-09-18,NEUTRAL
Government of the Philippines-Philippines-2020-10-01,NEUTRAL
Government of the Philippines-Philippines-2020-10-21,NEUTRAL
Government of the Philippines-Philippines-2020-11-03,NEUTRAL
Government of the Philippines-Philippines-2021-02-02,NEUTRAL
Government of the Philippines-Philippines-2021-09-09,NEUTRAL
Government of the Philippines-Philippines-2021-10-26,NEUTRAL
Government of the Philippines-Philippines-2021-12-28,NEUTRAL
Government of the Republic of Ecuador-Ecuador-2011-11-29,BROWN
Government of the Republic of Ecuador-Ecuador-2012-01-01,NEUTRAL
Government of the Republic of Fiji-Fiji-2004-01-01,GREEN
Government of the Republic of Fiji-Fiji-2014-01-01,NEUTRAL
Government of the Republic of Fiji-Fiji-2014-11-22,NEUTRAL
Government of the Republic of Fiji-Fiji-2018-09-13,NEUTRAL
Government of the Republic of Fiji-Fiji-2018-11-12,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2013-01-01,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2014-03-14,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2014-07-23,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2019-01-01,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2019-11-16,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2020-04-13,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2021-01-01,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2021-08-01,NEUTRAL
Government of the Solomon Islands-Solomon Islands-2020-12-12,NEUTRAL
Government of the Solomon Islands-Solomon Islands-2020-12-13,NEUTRAL
Government of the Solomon Islands-Solomon Islands-2020-12-17,NEUTRAL
Government of the Tillabéri Department|Niger National Day Celebration Preparation Commission-Niger-2019-01-01,NEUTRAL
Grace Happy Land Orphan Center (China-Burma Friendship School No. 010)-Myanmar-2017-01-01,NEUTRAL
Grand Gedeh Community College (GGCC)-Liberia-2015-01-01,NEUTRAL
Grand People's Study House-North Korea-2007-09-06,NEUTRAL
Grand Roy Elementary School-Grenada-2013-01-15,NEUTRAL
Great Anse Nursing Home|Hopkins Welfare Home for the Disabled|Malahan Children's Welfare Home|Richmond Hill Nursing Home-Grenada-2021-12-14,NEUTRAL
Grenada Ministry of Agriculture-Grenada-2019-01-01,NEUTRAL
Grenada Ministry of Agriculture-Grenada-2019-12-12,NEUTRAL
Grenada Ministry of Agriculture-Grenada-2020-08-20,NEUTRAL
Grenada Ministry of Agriculture-Grenada-2020-08-28,NEUTRAL
Grenada Ministry of Agriculture-Grenada-2020-11-10,NEUTRAL
Grenada Ministry of Education-Grenada-2021-04-13,NEUTRAL
Grenada Ministry of Health-Grenada-2008-01-01,NEUTRAL
"Grenada Ministry of Social Development, Housing and Community Empowerment-Grenada-2020-04-28",NEUTRAL
"Grenada Ministry of Youth Development, Sports, Culture and Arts-Grenada-2014-07-31",NEUTRAL
Grenadian Ministry of Foreign Affairs-Grenada-2010-04-28,NEUTRAL
Group of ‘77-Liberia-2009-12-10,NEUTRAL
Group-77-Liberia-2021-09-28,NEUTRAL
Groupe d'initiatives et d'actions pour le développement (GIADEBA)-Congo - Kinshasa-2014-01-01,NEUTRAL
Grupo Aeroméxico S.A.B. de C.V.-Mexico-2014-04-01,NEUTRAL
Guangken Rubber Group Ltd.-Thailand-2016-08-01,NEUTRAL
Guangming Chinese School|Huaxia Chinese School|Xinhua Chinese School-Mauritius-2018-02-10,NEUTRAL
Guangming Chinese School|Huaxia Chinese School|Xinhua School-Mauritius-2020-10-31,NEUTRAL
Guarulhos Municipal Government-Brazil-2020-04-08,NEUTRAL
Guayaquil Municipal Government (Ecuador)-Ecuador-2021-04-06,NEUTRAL
Guayas Provincial Government-Ecuador-2020-05-08,NEUTRAL
Guido Valadares National Hospital of Timor-Leste-Timor-Leste-2018-01-01,NEUTRAL
Guinea Ministry of Communications-Guinea-2007-01-01,NEUTRAL
"Guinea Ministry of Culture, Sports, and Historical Heritage-Guinea-2017-01-01",NEUTRAL
"Guinea Ministry of Culture, Sports, and Historical Heritage-Guinea-2018-01-01",NEUTRAL
"Guinea Ministry of Culture, Sports, and Historical Heritage-Guinea-2019-01-01",NEUTRAL
Guinea Ministry of Foreign Affairs-Guinea-2018-01-01,NEUTRAL
Guinea Ministry of Health and Public Hygiene-Guinea-2015-01-01,NEUTRAL
Guinea Ministry of Health and Public Hygiene-Guinea-2017-01-01,NEUTRAL
Guinea Ministry of Security and Civil Protection-Guinea-2014-01-01,NEUTRAL
Guinea Ministry of Security and Civil Protection-Guinea-2017-01-01,NEUTRAL
Guinea Ministry of Security and Civil Protection-Guinea-2019-01-01,NEUTRAL
Guinea Ministry of Territorial Management and Decentralization-Guinea-2003-01-01,NEUTRAL
Guinea Ministry of Territorial Management and Decentralization-Guinea-2004-01-01,NEUTRAL
"Guinea Ministry of the Environment, Water, and Forests (MEEF)-Guinea-2007-11-29",NEUTRAL
Guinea-Bissau Ministry for Foreign Affairs & International Cooperation-Guinea-Bissau-2019-01-01,NEUTRAL
Guinea-Bissau Ministry for Foreign Affairs & International Cooperation-Guinea-Bissau-2020-08-27,NEUTRAL
Guinea-Bissau Ministry for Foreign Affairs & International Cooperation-Guinea-Bissau-2021-06-01,NEUTRAL
Guinea-Bissau Ministry of Fisheries-Guinea-Bissau-2021-12-31,NEUTRAL
Guinea-Bissau Ministry of Public Health-Guinea-Bissau-2020-11-09,NEUTRAL
"Guinea-Bissau Ministry of Public Works, Housing and Urbanization-Guinea-Bissau-2016-05-20",NEUTRAL
Guinea-Bissau National Stadium-Guinea-Bissau-2021-11-05,NEUTRAL
Guri Vie Meilleure Foundation-Niger-2020-07-01,NEUTRAL
Guyana Amateur Boxing Association (GABA)-Guyana-2008-09-01,NEUTRAL
Guyana Geology and Mines Commission (GGMC)-Guyana-2007-01-15,NEUTRAL
Guyana Ministry of Agriculture-Guyana-2018-01-01,NEUTRAL
Guyana Ministry of Education-Guyana-2021-01-01,NEUTRAL
Guyana Ministry of Education-Guyana-2021-12-01,NEUTRAL
Guyana Ministry of Health-Guyana-2019-04-01,NEUTRAL
Guyana Ministry of Natural Resources and Environment-Guyana-2014-01-01,NEUTRAL
Guyana Police Force-Guyana-2006-07-31,NEUTRAL
Guyana Rice Development Board |Guyana Sugar Corporation |National Agricultural Research and Extension Institute-Guyana-2019-08-24,NEUTRAL
Guyana Table Tennis Association (GTTA)-Guyana-2011-01-19,NEUTRAL
Guyana Table Tennis Association (GTTA)-Guyana-2019-12-19,NEUTRAL
Guyanese Ministry of Public Health-Guyana-2017-04-06,NEUTRAL
Gwadar Port Authority|Pakistan Ministry of Maritime Affairs-Pakistan-2019-11-04,GREEN
Gysoze Comprehensive School-Rwanda-2014-01-01,NEUTRAL
Haifa Community Center-Iraq-2019-08-06,NEUTRAL
"Hainan Airlines Co., Ltd.-Ghana-2012-06-01",NEUTRAL
Hainan Century Investment-Liberia-2009-01-01,NEUTRAL
Haiti National Research and Training Center-Haiti-2010-01-01,NEUTRAL
Haitian Customs Administration-Haiti-2015-01-01,NEUTRAL
Haitian Ministry of Social Affairs and Labor-Haiti-2016-01-01,NEUTRAL
"Haitian Ministry of Youth, Sports, and Civic Action (MJSAC)-Haiti-2017-01-01",NEUTRAL
Hanban (Confucius Institute Headquarters)-Togo-2008-01-01,NEUTRAL
Hassan Kassir High School-Lebanon-2018-01-01,NEUTRAL
Haute Autorite de la Communication (Guinea)-Guinea-2017-01-01,NEUTRAL
Havana City Government-Cuba-2013-05-15,NEUTRAL
Health Bureau of the Seventh Administrative Region of the Philippines-Philippines-2021-10-14,NEUTRAL
Health and Social Promotion Center (CSPS) of Moaga |Health and Social Promotion Center (CSPS) of Saatenga-Burkina Faso-2020-11-06,NEUTRAL
"Hebei Hanhe Investment Co., Ltd.-Uganda-2009-01-01",NEUTRAL
Hebrew University of Jerusalem (האוניברסיטה העברית בירושלים)-Israel-2004-07-08,NEUTRAL
Hebrew University of Jerusalem (האוניברסיטה העברית בירושלים)-Israel-2013-01-01,NEUTRAL
Hebrew University of Jerusalem (האוניברסיטה העברית בירושלים)-Israel-2014-01-01,NEUTRAL
Hebron University-Palestine-2018-01-01,NEUTRAL
Hesteel Serbia-Serbia-2017-01-01,NEUTRAL
Heydar Aliyev Foundation-Azerbaijan-2019-01-01,NEUTRAL
Higher University of San Andrés (UMSA)-Bolivia-2015-07-02,NEUTRAL
Highlands Agricultural College-Papua New Guinea-2009-11-01,NEUTRAL
Himalaya Airlines-Nepal-2015-01-01,NEUTRAL
Hinterlaces-Venezuela-2015-09-29,NEUTRAL
Historical Archive of Guayas-Ecuador-2019-10-29,NEUTRAL
"Hlaingthaya Township Goverment, Myanmar-Myanmar-2020-04-01",NEUTRAL
Hodh Ech Chargui local government-Mauritania-2021-12-22,NEUTRAL
Home for School Children (Shkodra)-Albania-2019-06-01,NEUTRAL
"Home for medico-social care for children, Sofia-Bulgaria-2019-01-01",NEUTRAL
"Home for medico-social care for children, Sofia-Bulgaria-2020-04-01",NEUTRAL
"Home for medico-social care for children, Sofia-Bulgaria-2020-12-01",NEUTRAL
Hong Ning Chinese Aged Home-South Africa-2018-08-25,NEUTRAL
Honiara City Council-Solomon Islands-2021-01-01,NEUTRAL
"Hope Agricultural Training Institute|University of the West Indies, Cave Hill Campus-Barbados-2017-01-18",NEUTRAL
Hope For Children (Suriname)-Suriname-2017-01-01,NEUTRAL
Hopital Régional de Buea|Région du Sud-Ouest-Cameroon-2020-05-06,NEUTRAL
Hospital Ayres de Menezes|Sao Tome and Principe Ministry of Health-São Tomé & Príncipe-2019-01-01,NEUTRAL
"Hospital Mexico (San José, Costa Rica)-Costa Rica-2020-06-30",NEUTRAL
Hossana Children's Home-Zimbabwe-2019-01-01,NEUTRAL
Hossana Love in Africa Children's Home-Zimbabwe-2019-05-12,NEUTRAL
Hossana Love in Africa Children's Home-Zimbabwe-2021-05-26,NEUTRAL
House of Chinese Arts and Traditions (CATCh) (Casa de Artes y Tradiciones Chinas)-Cuba-2014-01-01,NEUTRAL
Huachiew Chalermprakiet University-Thailand-2016-01-01,NEUTRAL
Huaxing Library of Guyana-Guyana-2017-11-15,NEUTRAL
Hunan Children's Hospital-Fiji-2018-01-01,NEUTRAL
Hussein Social Foundation-Jordan-2018-01-01,NEUTRAL
ISSA Boys and Girls Championships-Jamaica-2002-01-01,NEUTRAL
Ibanda Hospital-Uganda-2015-01-01,NEUTRAL
Ica Municipal Government (Peru)-Peru-2017-03-27,NEUTRAL
Igwebuike Middle School-Nigeria-2018-12-18,NEUTRAL
Impact Foundation Bangladesh-Bangladesh-2012-11-21,NEUTRAL
Impact Foundation Bangladesh-Bangladesh-2013-11-10,NEUTRAL
Indian Ocean Commission-Multi-Region-2017-10-31,NEUTRAL
Indonesia Bureau for Technical Cooperation-Indonesia-2009-01-01,NEUTRAL
Indonesia Maritime Security Coordinating Board (Bakorkamia)-Indonesia-2014-10-06,NEUTRAL
Indonesia Ministry of Law and Human Rights-Indonesia-2015-01-01,NEUTRAL
Indonesian Red Cross Society-Indonesia-2019-01-08,NEUTRAL
Indonesian Ulema Council (MUI)-Indonesia-2021-01-01,NEUTRAL
Industrial Development Corporation of Zimbabwe Ltd.-Zimbabwe-2004-10-01,NEUTRAL
Infant Malaria Prevention Foundation-Ghana-2006-01-01,NEUTRAL
Institute of Business of Timor-Leste-Timor-Leste-2019-01-01,NEUTRAL
Institute of Chinese Culture in Uruguay-Uruguay-2018-01-01,NEUTRAL
Institute of Telecommunications and Informatics of Turkmenistan-Turkmenistan-2019-01-01,NEUTRAL
Institutional Protection Service (SPI)-Panama-2020-04-09,NEUTRAL
Instituto Tecnológico de Santo Domingo-Dominican Republic-2018-11-01,NEUTRAL
Instituto cultural dominico chino-Dominican Republic-2018-01-01,NEUTRAL
"Instituto de Altos Estudios Nacionales (IAEN)|Senescyt - Secretariat for Higher Education, Science, Technology and Innovation (Ecuador)-Ecuador-2018-01-01",NEUTRAL
Integrated Polytechnic Regional College (IPRC) Musanze-Rwanda-2019-01-01,NEUTRAL
International Center for Fairs and Conventions of El Salvador (CIFCO)-El Salvador-2020-05-20,NEUTRAL
International Department of the Central Committee of Lao Communist Party-Laos-2018-03-02,NEUTRAL
International Maritime University of Panama-Panama-2011-08-03,NEUTRAL
"International Peace Support Training Center (IPSTC)-Africa, regional-2015-11-27",NEUTRAL
"International Poverty Reduction Center in China (IPRCC)-Asia, regional-2007-01-01",NEUTRAL
International Relations Institute of Cameroon-Cameroon-2020-11-05,NEUTRAL
International School of Seychelles|Trotters Stop Pre and Primary School-Seychelles-2020-06-01,NEUTRAL
Inyange Girls School of Sciences-Rwanda-2012-01-01,NEUTRAL
Inyange Girls School of Sciences-Rwanda-2014-01-01,NEUTRAL
Ipoh City-Malaysia-2020-03-01,NEUTRAL
Iran China Chamber of Commerce-Iran-2021-12-22,NEUTRAL
Iranian Ministry of Foreign Affairs-Iran-2019-12-09,NEUTRAL
Iranian Ministry of Foreign Affairs|Iranian Red Crescent Society (IRCS)-Iran-2019-01-01,NEUTRAL
Iraq Ministry of Education-Iraq-2008-05-28,NEUTRAL
Iraqi Ministry of Defense-Iraq-2020-04-22,NEUTRAL
Iraqi Ministry of Foreign Affairs-Iraq-2009-01-01,NEUTRAL
Iraqi Ministry of Foreign Affairs-Iraq-2021-09-02,NEUTRAL
Irkutsk State University-Russia-2006-01-01,NEUTRAL
Islamabad Women Chamber of Commerce & Industry-Pakistan-2020-08-11,NEUTRAL
Island Food Community of Pohnpei-Micronesia-2021-01-01,NEUTRAL
Israeli National Wushu team-Israel-2017-05-09,NEUTRAL
Istanbul Provincial Police Department-Turkey-2018-01-01,NEUTRAL
Ivano-Frankivsk Regional State Administration-Ukraine-2020-03-01,NEUTRAL
J. Stalin State Museum-Georgia-2000-01-01,NEUTRAL
JSC JSSB Belarusbank-Belarus-2020-11-01,NEUTRAL
JV Caspi Bitum LLP-Kazakhstan-2016-06-17,NEUTRAL
Jackson F. Doe Memorial Referral Hospital-Liberia-2018-01-01,NEUTRAL
Jaffna Library-Sri Lanka-2021-12-15,NEUTRAL
Jakarta Bina Terampil Insan Persada (BTIP)-Indonesia-2007-01-01,NEUTRAL
Jamaica Constabulary Force (JCF)-Jamaica-2015-01-01,NEUTRAL
Jamaica Constabulary Force (JCF)-Jamaica-2018-01-01,NEUTRAL
Jamaica Constabulary Force (JCF)-Jamaica-2019-10-08,NEUTRAL
Jamaica Customs Agency-Jamaica-2019-09-02,NEUTRAL
"Jamaica Ministry of Education, Youth & Information-Jamaica-2000-11-19",NEUTRAL
"Jamaican Passport, Immigration and Citizenship Agency-Jamaica-2019-10-29",NEUTRAL
Jawaharlal Nehru University (JNU)-India-2014-01-01,NEUTRAL
Jawaharlal Nehru University (JNU)-India-2018-01-01,NEUTRAL
Jinnah International Airport (JIAP)-Pakistan-2019-08-09,NEUTRAL
Jinsapo Primary School-Malawi-2018-01-01,NEUTRAL
Johannesburg Metropolitan Police Department-South Africa-2019-01-01,NEUTRAL
John F. Kennedy Medical Center-Liberia-2005-09-08,NEUTRAL
John F. Kennedy Medical Center-Liberia-2007-01-01,NEUTRAL
John F. Kennedy Medical Center-Liberia-2018-01-01,NEUTRAL
John F. Kennedy Medical Center-Liberia-2019-01-01,NEUTRAL
John F. Kennedy Medical Center-Liberia-2019-02-12,NEUTRAL
Jordan Hashemite Charity Organisation (JHCO)-Jordan-2012-12-14,NEUTRAL
Jordan Hashemite Charity Organization for Relief and Development (JHCO)-Jordan-2003-03-22,NEUTRAL
Jordan Hashemite Charity Organization for Relief and Development (JHCO)-Jordan-2016-08-01,NEUTRAL
Jordan National Red Crescent Society (JNRCS)-Jordan-2004-01-01,NEUTRAL
Jordan River Foundation-Jordan-2017-09-17,NEUTRAL
Jordan Writers Association-Jordan-2010-04-01,NEUTRAL
Jordanian Hashemite Fund for Development Foundation-Jordan-2010-09-07,NEUTRAL
Jordanian Hashemite Fund for Development Foundation-Jordan-2016-11-29,NEUTRAL
Jordanian Ministry of Culture-Jordan-2015-04-13,NEUTRAL
Jordanian Ministry of Culture-Jordan-2018-01-01,NEUTRAL
Jordanian Ministry of Energy and Mining-Jordan-2018-01-01,NEUTRAL
Jordanian Ministry of Foreign Affairs and Expatriates-Jordan-2010-07-01,NEUTRAL
Jordanian Ministry of Youth-Jordan-2017-07-31,NEUTRAL
Jordanian National Commission for Women (JNCW)-Jordan-2005-01-01,NEUTRAL
Jordanian Public Security Directorate مديرية الأمن العام-Jordan-2017-01-01,NEUTRAL
Jordanian Public Security Directorate مديرية الأمن العام-Jordan-2018-01-01,NEUTRAL
Jordanian Royal Medical Service-Jordan-2018-01-01,NEUTRAL
José María Roy School-Panama-2020-03-20,NEUTRAL
Joy Kiddie Center-Philippines-2019-06-08,NEUTRAL
Juba China Friendship Secondary School-South Sudan-2017-01-01,NEUTRAL
Juba Orphanage-South Sudan-2018-06-01,NEUTRAL
Juba Teaching Hospital (South Sudan)-South Sudan-2014-01-01,NEUTRAL
Juba Teaching Hospital (South Sudan)-South Sudan-2020-12-04,NEUTRAL
Juba Teaching Hospital (South Sudan)-South Sudan-2021-03-11,NEUTRAL
Juba Teaching Hospital (South Sudan)-South Sudan-2021-09-06,NEUTRAL
Juba Teaching Hospital (South Sudan)|South Sudan Health Emergency Command Center|South Sudan Juba Ebola Isolation Treatment Center|South Sudan Juba International Airport monitoring point|South Sudan Ministry of Health-South Sudan-2019-09-01,NEUTRAL
KAHRE-Ecuador-2020-05-29,NEUTRAL
KAZ Minerals Finance PLC (Formerly Kazykhmys Finance PLC)-Kyrgyzstan-2014-12-29,GREY
Kabul Municipal Government-Afghanistan-2021-05-10,NEUTRAL
Kafrat School-Tajikistan-2018-01-01,NEUTRAL
Kajiado County Government (Kenya)-Kenya-2018-09-13,NEUTRAL
Kalmyk State University-Russia-2007-01-01,NEUTRAL
Kamonge Technical School-Burundi-2021-08-18,NEUTRAL
Kandahar Mirwais Hospital-Afghanistan-2021-08-04,NEUTRAL
Kanifing Municipal Council (KMC)-Gambia-2020-11-12,NEUTRAL
Karachi Overseas Chinese Federation-Pakistan-2018-12-06,NEUTRAL
Karot Power Company Limited (KPCL)-Pakistan-2020-05-11,NEUTRAL
Kasetsart University-Thailand-2006-01-01,NEUTRAL
Kathmandu Municipal Government-Nepal-2020-08-03,NEUTRAL
Kathmandu University-Nepal-2007-02-05,NEUTRAL
Katutura Hospital-Namibia-2021-04-15,NEUTRAL
Kaunda Square Secondary School-Zambia-2019-10-23,NEUTRAL
Kazakh National Academy of Choreography-Kazakhstan-2017-01-01,NEUTRAL
Kazakhstan-China Pipeline LLP (KCP)-Kazakhstan-2018-06-27,BROWN
Kazakhtelecom JSC-Kazakhstan-2020-10-14,NEUTRAL
Kazan Federal University-Russia-2020-01-10,NEUTRAL
Kazan Federal University-Russia-2021-12-23,NEUTRAL
Kazan Social Rehabilitation Center for Youth and Children-Russia-2020-12-24,NEUTRAL
Keningya Primary School-Burundi-2021-11-04,NEUTRAL
Kenya Broadcasting Corporation-Kenya-2003-01-01,NEUTRAL
Kenya Meteorological Department-Kenya-2001-03-03,NEUTRAL
"Kenya Ministry of Education, Science, and Technology-Kenya-2009-01-01",NEUTRAL
Kenya Ministry of Education-Kenya-2018-09-28,NEUTRAL
Kenya Ministry of Information and Communications-Kenya-2005-01-01,NEUTRAL
"Kenya Ministry of Public Service, Gender, Senior Citizens Affairs and Special Programs-Kenya-2021-11-22",NEUTRAL
Kenya Times Media Trust Ltd.-Kenya-2001-03-09,NEUTRAL
Kenya Union of Journalists (KUJ)-Kenya-2004-12-07,NEUTRAL
Kenya Wildlife Service-Kenya-2014-08-15,NEUTRAL
Kenyan Ministry of Foreign Affairs-Kenya-2021-05-13,NEUTRAL
Kenyan Ministry of Trade and Industry-Kenya-2007-06-07,NEUTRAL
Kglema Motlanthe Foundation-South Africa-2020-11-09,NEUTRAL
Khabarovsk Fourth Middle School of Oriental Languages-Russia-2010-12-04,NEUTRAL
Khabarovsk Fourth Middle School of Oriental Languages-Russia-2012-09-20,NEUTRAL
Khomas Police Department-Namibia-2018-11-01,NEUTRAL
Khon Kaen University-Thailand-2006-01-01,NEUTRAL
Khor Ambado Free Zone Company (FZCO)-Djibouti-2018-11-09,NEUTRAL
Kimkano-Sutarsky Mining and Beneficiation Plant LLC-Russia-2017-02-27,BROWN
King Abdullah II Schools for Excellence-Jordan-2018-01-01,NEUTRAL
King Chulalongkorn Memorial Hospital-Thailand-2020-05-22,NEUTRAL
King Grey Community-Liberia-2020-03-28,NEUTRAL
King Hussein Foundation-Jordan-2017-10-15,NEUTRAL
